id	S01_MM	p.value_S01_MM	S02_MM	p.value_S02_MM	S03_MM	p.value_S03_MM	S04_MM	p.value_S04_MM	S05_MM	p.value_S05_MM	S06_MM	p.value_S06_MM	S07_MM	p.value_S07_MM	S08_MM	p.value_S08_MM	S09_MM	p.value_S09_MM	S01_Den	p.value_S01_Den	S02_Den	p.value_S02_Den	S03_Den	p.value_S03_Den	S04_Den	p.value_S04_Den	S05_Den	p.value_S05_Den	S06_Den	p.value_S06_Den	S07_Den	p.value_S07_Den	S08_Den	p.value_S08_Den	S01_PMN	p.value_S01_PMN	S02_PMN	p.value_S02_PMN	S03_PMN	p.value_S03_PMN
Stromal_C9orf3	-0.005645226	0.967062712	0.013190884	0.923131965	-0.371986406	0.004757911	-0.276118949	0.039406577	-0.363006597	0.005964914	-0.4082263	0.001788492	0.346345308	0.008927204	-0.319774366	0.016285549	0.51632364	4.63E-05	-0.019950751	0.883964887	-0.364802353	0.005704082	-0.118557892	0.384152494	0.332972799	0.012157286	-0.408079333	0.001796003	0.068700543	0.614888691	-0.066892633	0.624248791	-0.355565887	0.007160204	0.479785973	0.000182811	-0.207272477	0.125324978	-0.340887446	0.010142239
Stromal_COL6A1	0.205287224	0.12906565	0.080677652	0.554464011	0.306971382	0.021379222	0.565757207	5.52E-06	0.45148767	0.000478313	0.773542885	2.78E-12	-0.240198644	0.074562349	-0.444077157	0.0006071	-0.309792131	0.020154183	0.228151729	0.090796857	0.616616577	4.19E-07	0.045960318	0.736602355	-0.011052489	0.935564246	0.52954115	2.71E-05	-0.127327336	0.349709073	0.208455954	0.123134447	0.683339122	6.51E-09	-0.250993464	0.062056589	0.365740953	0.005571772	0.691984132	3.50E-09
Stromal_COL3A1	0.088170419	0.518159046	0.060785978	0.656295919	0.223533574	0.097707107	0.569343253	4.67E-06	0.243254996	0.070834184	0.74878463	3.23E-11	-0.106483701	0.434741834	-0.353377244	0.007549384	-0.278295255	0.037817969	0.088368855	0.517214068	0.625878495	2.49E-07	0.035828996	0.793200767	0.128351593	0.345814392	0.33004809	0.012984609	-0.089038394	0.514032039	0.315878795	0.017712307	0.7001774	1.90E-09	-0.158890321	0.242139078	0.141405444	0.29854921	0.71668463	5.24E-10
Stromal_MAFB	0.492960611	0.000113449	0.197212376	0.145152973	0.472858264	0.000233149	0.339241295	0.010535716	0.581151277	2.65E-06	0.480810688	0.000176273	-0.652839496	4.96E-08	0.009008197	0.947463761	-0.560319542	7.10E-06	0.443638837	0.000615619	0.485197541	0.000150629	0.059678217	0.662178014	-0.42742685	0.001017565	0.597390893	1.17E-06	0.055996248	0.681873213	-0.225310735	0.095001098	0.444349944	0.000601852	-0.491895998	0.000117994	0.496500943	9.95E-05	0.418905037	0.001312313
Stromal_MICALL2	-0.110886651	0.415875548	-0.072581806	0.595000263	-0.171114728	0.207327422	0.067549321	0.620841992	-0.224635854	0.096021756	0.010634977	0.937993469	0.361554042	0.006183478	-0.261157587	0.051879658	0.22496944	0.095516194	-0.065684625	0.630536153	0.004944619	0.971148574	-0.008231907	0.95198556	0.086266879	0.527267851	-0.213081882	0.114850168	-0.175010236	0.197015527	-0.10846987	0.426172458	-0.022504989	0.869231848	0.426702178	0.001040085	-0.158447782	0.243470025	-0.0413556	0.762174591
Stromal_ADAP2	0.420295406	0.001259529	0.457026267	0.000398821	0.534197419	2.23E-05	0.391149655	0.002874705	0.694158255	2.98E-09	0.498015668	9.40E-05	-0.603774527	8.39E-07	-0.075827823	0.578589744	-0.577720085	3.13E-06	0.419572647	0.001286725	0.569231234	4.70E-06	0.056274876	0.680375209	-0.223013646	0.098509992	0.658267524	3.51E-08	0.151638543	0.264579944	0.0318949	0.81548526	0.478112051	0.000193969	-0.427980701	0.001000651	0.58065838	2.71E-06	0.471675332	0.000242911
Stromal_TRPS1	0.325582958	0.014340885	0.216700803	0.108671836	0.38722419	0.003194998	0.481954183	0.00016923	0.568645485	4.83E-06	0.623985433	2.78E-07	-0.274367238	0.040724887	-0.328193443	0.013533941	-0.339901933	0.010376247	0.317356755	0.017158947	0.565477943	5.60E-06	0.125754897	0.355740597	-0.190360131	0.159937214	0.532444098	2.40E-05	0.231396854	0.086174052	0.081115182	0.552311252	0.546772089	1.30E-05	-0.185323398	0.171489721	0.427721663	0.00100853	0.645465609	7.84E-08
Stromal_AMOTL1	0.444630577	0.000596496	0.321147059	0.015806753	0.36047699	0.006350034	0.474028949	0.000223841	0.79451007	2.70E-13	0.681007673	7.66E-09	-0.56663854	5.30E-06	-0.248565925	0.064710496	-0.486046862	0.000146078	0.375980716	0.004293993	0.61803334	3.88E-07	0.009570187	0.944191258	-0.264576773	0.048778169	0.749890731	2.91E-11	0.24950048	0.06367822	0.062711968	0.646118422	0.571912048	4.14E-06	-0.410853652	0.00165887	0.669782243	1.65E-08	0.62285618	2.96E-07
Stromal_STAT2	0.448487649	0.000527126	0.19878021	0.1419181	0.328822961	0.013345287	0.413728712	0.001526707	0.644581394	8.27E-08	0.522810003	3.57E-05	-0.568760689	4.80E-06	-0.223846412	0.09722647	-0.376322973	0.004256161	0.381187159	0.003749371	0.525603828	3.19E-05	0.051870901	0.704192476	-0.256296069	0.056563627	0.602921853	8.77E-07	0.11448915	0.400794902	-0.119312423	0.381112057	0.501213452	8.33E-05	-0.366547146	0.005460282	0.51872615	4.21E-05	0.483131496	0.000162248
Stromal_GPSM1	0.129777194	0.340438531	0.118301204	0.385190116	0.246088953	0.067511489	0.473376315	0.000228987	0.637357786	1.28E-07	0.536732447	2.01E-05	-0.253241266	0.059677902	-0.229589876	0.088724802	-0.219861869	0.103487123	0.053861979	0.693387875	0.545246529	1.39E-05	0.041250178	0.762763134	-0.212582528	0.115723348	0.586882004	2.00E-06	0.134503243	0.322991698	0.08201547	0.547894183	0.483790162	0.000158458	-0.282664503	0.034788231	0.490931327	0.000122255	0.492527183	0.00011528
Stromal_MRVI1	0.516587073	4.59E-05	0.229199517	0.089283527	0.359622361	0.006484972	0.367367532	0.005348844	0.814417247	2.27E-14	0.669840919	1.65E-08	-0.642032483	9.66E-08	-0.224437514	0.096323331	-0.562497156	6.42E-06	0.447314477	0.00054741	0.51918813	4.13E-05	-0.034022604	0.80341377	-0.30056396	0.024397768	0.807327428	5.66E-14	0.17335643	0.201347853	-0.073285209	0.591426663	0.528855542	2.79E-05	-0.422799018	0.001169263	0.690597375	3.87E-09	0.532960473	2.35E-05
Stromal_ZNF521	0.214271096	0.112790971	0.129548913	0.341295848	0.366387128	0.005482254	0.383721239	0.003507091	0.649116789	6.26E-08	0.708188963	1.03E-09	-0.430471962	0.000927654	-0.153193275	0.25965529	-0.522785708	3.57E-05	0.197268633	0.145035958	0.470599541	0.00025211	0.051008236	0.70889196	-0.266973582	0.046695584	0.692131418	3.46E-09	-0.024520097	0.857639357	0.134470653	0.323110033	0.567684806	5.05E-06	-0.414422734	0.001496251	0.470975076	0.000248863	0.579288123	2.90E-06
Stromal_SFMBT2	0.406584407	0.001874018	0.175858297	0.194819852	0.358314036	0.006696401	0.297331239	0.026052134	0.696601367	2.49E-09	0.49942978	8.91E-05	-0.73007127	1.72E-10	-0.011235029	0.934502352	-0.571164992	4.29E-06	0.358991673	0.006586153	0.428361146	0.000989179	-0.050586959	0.711190857	-0.311851357	0.019297924	0.728783162	1.92E-10	0.011523791	0.932822754	-0.026404123	0.846827824	0.418253895	0.001337708	-0.651410996	5.43E-08	0.616083569	4.32E-07	0.401563075	0.002158685
Stromal_SHANK3	0.293957851	0.027877958	-0.164644834	0.225284323	0.032715636	0.810823619	0.21762793	0.107130909	0.324237443	0.014772675	0.532163166	2.43E-05	-0.296562807	0.026458954	-0.46608092	0.000294321	-0.18629568	0.169213659	0.321001833	0.015856831	0.203379609	0.132738858	-0.001521099	0.991122819	-0.089959925	0.509668642	0.343120592	0.009628814	-0.166959394	0.218740388	-0.063915063	0.639793276	0.379831972	0.00388491	-0.076743922	0.573996028	0.203187782	0.133112538	0.342587124	0.009749372
Stromal_PAPPA	0.200818596	0.137793209	0.003548483	0.979292781	0.197274963	0.145022795	0.522472148	3.62E-05	0.473373698	0.000229008	0.618402933	3.80E-07	-0.233460978	0.083331145	-0.095675334	0.483033449	-0.365958674	0.005541468	0.131439399	0.334236559	0.52743327	2.96E-05	-0.000192811	0.998874724	-0.27272092	0.041996787	0.460470547	0.000355642	0.090884068	0.505311883	0.299519642	0.024922247	0.605648239	7.59E-07	-0.339461031	0.010482442	0.290987147	0.029573466	0.646745286	7.25E-08
Stromal_ALPK2	0.367295	0.005358615	0.154448161	0.255725677	0.364349171	0.005768945	0.4036803	0.002034269	0.458774223	0.000376347	0.626971849	2.34E-07	-0.327770908	0.013661847	-0.464780495	0.000307609	-0.234784737	0.08154715	0.381459373	0.003722655	0.464545485	0.000310067	0.215867112	0.110071969	-0.146830377	0.280203892	0.461034831	0.000348988	-0.032390744	0.812668185	-0.060888503	0.655752562	0.458324741	0.000382013	-0.105546048	0.438820715	0.393089102	0.002727236	0.507647178	6.51E-05
Stromal_RUNX1T1	0.439359201	0.000704655	0.25067358	0.062401212	0.420360059	0.001257121	0.402869545	0.002081136	0.791334562	3.91E-13	0.629426721	2.03E-07	-0.631635378	1.79E-07	-0.147634317	0.27754999	-0.510859424	5.75E-05	0.3726979	0.004672183	0.554681752	9.16E-06	0.025732783	0.850677221	-0.346921054	0.008806721	0.770453522	3.83E-12	0.124400315	0.360987266	-0.143033921	0.292962237	0.532344473	2.41E-05	-0.457476335	0.00039292	0.668449359	1.81E-08	0.505383955	7.10E-05
Stromal_ARL10	0.175148554	0.196656219	0.019753869	0.885102207	0.282363493	0.034990286	0.300985282	0.024188818	0.426717062	0.001039618	0.485478565	0.000149109	-0.259624377	0.053321538	-0.063237697	0.643351362	-0.31728909	0.017183955	0.130694101	0.337008584	0.3926996	0.002756302	0.132074702	0.331884958	-0.315404839	0.017892947	0.421863222	0.001202299	0.110178635	0.418877227	0.045706989	0.738002154	0.414639854	0.001486836	-0.293023264	0.028402357	0.282767466	0.034719338	0.46875293	0.000268645
Stromal_CD84	0.603845049	8.35E-07	0.249428511	0.063757241	0.481164971	0.000174063	0.348117489	0.008560858	0.529387858	2.73E-05	0.48776182	0.000137268	-0.581830869	2.56E-06	-0.191946651	0.156419548	-0.364050337	0.00581207	0.565640496	5.55E-06	0.469602902	0.000260915	0.142324872	0.295386397	-0.416977032	0.001388789	0.484891029	0.000152304	0.19866859	0.142146608	-0.31456745	0.018215938	0.391486706	0.00284858	-0.243167488	0.07093882	0.477179964	0.000200448	0.434668069	0.000815473
T_QPRT	-0.186679526	0.168321184	-0.034440307	0.801049186	-0.184566985	0.173275787	-0.187841969	0.165639362	-0.297102753	0.026172546	-0.363313599	0.005919596	0.500815653	8.46E-05	0.375046367	0.004398784	0.100845222	0.459588841	-0.173479718	0.201022575	-0.26718259	0.046517479	-0.046522229	0.733500486	0.264633986	0.048727589	-0.338917783	0.010614577	0.175457511	0.195855326	0.287388464	0.031741993	-0.161708713	0.233779434	0.155037218	0.253895	-0.197593672	0.144361249	-0.229308692	0.089126988
T_OAS2	0.014153523	0.917541114	0.075618674	0.579640856	0.465942752	0.000295708	0.109444415	0.422003042	0.033706111	0.805206579	0.172098797	0.204687255	0.017404991	0.898687945	-0.173496387	0.200978625	0.024581717	0.857285325	0.132490914	0.330349982	0.148962714	0.273201365	0.403931625	0.002019933	-0.090826145	0.505584395	-0.019016179	0.889365603	-0.08727857	0.522416846	0.099006482	0.467855489	0.185245805	0.171672316	0.024544639	0.857498348	0.056926743	0.676875337	0.263942472	0.049341814
T_PLAG1	0.086330107	0.52696402	-0.352611617	0.007689812	-0.193140234	0.153810944	-0.004779823	0.972109758	-0.074141108	0.58709129	0.145073052	0.286063194	0.063216606	0.643462279	0.168187166	0.215323514	-0.108235766	0.427177499	0.019114024	0.888799936	-0.039502309	0.772540224	-0.229373042	0.089034819	-0.255304741	0.057559509	0.036173414	0.791257343	-0.072594148	0.594937478	-0.114912208	0.399045121	0.196306859	0.147046135	-0.105603346	0.438570851	-0.087323753	0.522200717	0.059406296	0.663625007
T_FMR1	-0.245976686	0.067640702	-0.60424277	8.18E-07	-0.160025353	0.238748206	0.102049684	0.454217194	-0.393092064	0.002727016	0.119859351	0.378917173	0.330062137	0.012980523	0.361026096	0.006264636	-0.119789881	0.379195546	-0.263892748	0.049386222	-0.018979517	0.889577569	-0.049056286	0.719565069	-0.274584165	0.040559687	-0.280069549	0.036562324	-0.312441934	0.01905813	0.140893937	0.300318261	0.255097868	0.057769109	-0.072106534	0.59742027	-0.417076001	0.001384769	0.186929577	0.167741644
T_MST4	-0.164479589	0.225756659	-0.415776117	0.00143842	-0.014050613	0.918138613	0.013588556	0.920821885	-0.356379152	0.007020117	-0.13976985	0.304229736	0.350931513	0.008005965	0.3678958	0.005278146	-0.064580527	0.636305533	-0.200745068	0.137940422	-0.056625692	0.678490841	0.026231609	0.847816669	-0.223606894	0.097594294	-0.29637028	0.026561712	-0.189316494	0.162282673	0.047629677	0.727399541	0.035441736	0.795387421	-0.027702171	0.839395096	-0.326471342	0.014061761	0.054579286	0.689510067
